word	change (%)	opm BASE	opm INST	significant
alfa_NOUN	4.38	4.87	5.08	False
acrylic_NOUN	4.38	4.87	5.08	False
preservative_NOUN	4.38	4.87	5.08	False
wait_VERB	4.38	4.87	5.08	False
texture_VERB	4.38	4.87	5.08	False
sorafenib_NOUN	4.38	4.87	5.08	False
infrared_ADJ	4.38	9.74	10.17	False
facilitator_NOUN	4.38	9.74	10.17	False
resistivity_NOUN	4.38	4.87	5.08	False
pixel_NOUN	4.38	4.87	5.08	False
evening_NOUN	4.38	4.87	5.08	False
larvae_NOUN	4.38	9.74	10.17	False
categorical_ADJ	4.38	4.87	5.08	False
seroconversion_NOUN	4.38	4.87	5.08	False
varenicline_NOUN	4.38	4.87	5.08	False
uniaxial_ADJ	4.38	4.87	5.08	False
retroperitoneal_ADJ	4.38	4.87	5.08	False
entrapment_NOUN	4.38	4.87	5.08	False
deuterium_NOUN	4.38	4.87	5.08	False
crossfire_NOUN	4.38	4.87	5.08	False
omental_ADJ	4.38	4.87	5.08	False
nv_NOUN	4.38	4.87	5.08	False
depolymerization_NOUN	4.38	4.87	5.08	False
alpha_NOUN	4.19	74.29	77.40	False
gender_NOUN	4.16	133.97	139.55	False
already_ADV	4.14	29.84	31.07	False
indication_NOUN	4.14	29.84	31.07	False
alleviate_VERB	4.14	29.84	31.07	False
out_ADP	4.13	233.84	243.50	False
arise_VERB	4.09	24.97	25.99	False
methodology_NOUN	4.02	80.38	83.62	False
oxygen_NOUN	3.96	151.63	157.63	False
difficult_ADJ	3.94	80.99	84.18	False
reverse_ADJ	3.91	15.22	15.82	False
osteoporotic_ADJ	3.91	15.22	15.82	False
privacy_NOUN	3.91	30.45	31.64	False
olfactory_NOUN	3.91	15.22	15.82	False
apoptotic_ADJ	3.91	45.67	47.46	False
law_NOUN	3.86	40.80	42.37	False
neuronal_ADJ	3.84	66.38	68.93	False
aneurysm_NOUN	3.82	25.58	26.55	False
strength_NOUN	3.81	225.31	233.90	False
overexpression_NOUN	3.81	112.66	116.95	False
microscopy_NOUN	3.74	77.34	80.23	False
psychometric_ADJ	3.69	10.35	10.73	False
plexus_NOUN	3.69	10.35	10.73	False
neurotrophic_ADJ	3.69	10.35	10.73	False
co_VERB	3.69	20.70	21.47	False
lc_NOUN	3.69	10.35	10.73	False
rodent_NOUN	3.69	10.35	10.73	False
cold_ADJ	3.69	31.06	32.20	False
absorption_NOUN	3.66	88.30	91.53	False
practical_ADJ	3.63	57.24	59.32	False
hydrophobic_NOUN	3.60	36.54	37.85	False
spectroscopy_NOUN	3.58	88.91	92.09	False
country_NOUN	3.58	230.18	238.42	False
comparison_NOUN	3.57	130.92	135.59	False
fuel_NOUN	3.48	31.67	32.77	False
electrostatic_ADJ	3.48	15.83	16.38	False
subsequently_ADV	3.48	47.50	49.15	False
liver_NOUN	3.25	426.27	440.11	False
formula_NOUN	3.22	48.72	50.28	False
prior_ADV	3.19	59.68	61.58	False
cut_VERB	3.09	27.40	28.25	False
reaction_NOUN	3.09	306.91	316.39	False
accommodation_NOUN	3.09	5.48	5.65	False
universal_ADJ	3.09	21.92	22.60	False
retinoic_ADJ	3.09	10.96	11.30	False
flexion_NOUN	3.09	21.92	22.60	False
pot_NOUN	3.09	5.48	5.65	False
subpopulation_NOUN	3.09	10.96	11.30	False
camera_NOUN	3.09	21.92	22.60	False
phyla_NOUN	3.09	5.48	5.65	False
methamphetamine_NOUN	3.09	5.48	5.65	False
heparin_NOUN	3.09	21.92	22.60	False
blockade_NOUN	3.09	10.96	11.30	False
downstream_NOUN	3.09	5.48	5.65	False
obligation_NOUN	3.09	5.48	5.65	False
intermetallic_ADJ	3.09	5.48	5.65	False
organ_VERB	3.09	5.48	5.65	False
slide_VERB	3.09	5.48	5.65	False
ha_NOUN	3.09	10.96	11.30	False
criminal_ADJ	3.09	5.48	5.65	False
icu_NOUN	3.09	5.48	5.65	False
cargo_NOUN	3.09	5.48	5.65	False
grit_NOUN	3.09	5.48	5.65	False
microchannel_NOUN	3.09	5.48	5.65	False
earthquake_NOUN	3.09	5.48	5.65	False
quinquefasciatus_NOUN	3.09	5.48	5.65	False
logical_ADJ	3.09	5.48	5.65	False
thermodynamic_ADJ	3.09	16.44	16.95	False
rejection_NOUN	2.86	28.01	28.81	False
speech_NOUN	2.77	39.58	40.68	False
conflict_NOUN	2.77	39.58	40.68	False
genome_ADJ	2.75	73.68	75.71	False
external_ADJ	2.75	73.68	75.71	False
assay_VERB	2.72	51.15	52.54	False
repeat_NOUN	2.72	34.10	35.03	False
reagent_NOUN	2.72	17.05	17.51	False
power_NOUN	2.67	165.64	170.06	False
regression_NOUN	2.67	239.93	246.33	False
glial_ADJ	2.65	28.62	29.38	False
method_NOUN	2.62	1452.35	1490.40	False
repeat_VERB	2.60	51.76	53.11	False
optical_ADJ	2.59	126.66	129.94	False
pandemic_ADJ	2.58	149.80	153.67	False
discontinuation_NOUN	2.54	11.57	11.86	False
constraint_NOUN	2.54	23.14	23.73	False
pr_NOUN	2.54	11.57	11.86	False
dutch_ADJ	2.54	11.57	11.86	False
prion_NOUN	2.54	11.57	11.86	False
reactivation_NOUN	2.54	11.57	11.86	False
on_ADP	2.54	5341.12	5476.86	False
evidence_NOUN	2.53	596.77	611.87	False
moderate_ADJ	2.53	179.64	184.18	False
conjugate_NOUN	2.47	40.80	41.81	False
care_NOUN	2.46	846.44	867.24	False
edge_NOUN	2.44	29.23	29.94	False
inhibitory_ADJ	2.41	64.55	66.10	False
illness_NOUN	2.40	82.21	84.18	False
generally_ADV	2.38	52.98	54.24	False
fix_VERB	2.38	52.98	54.24	False
multivariate_NOUN	2.38	123.62	126.55	False
incubation_NOUN	2.38	17.66	18.08	False
ovary_NOUN	2.38	17.66	18.08	False
transport_NOUN	2.36	112.05	114.69	False
interface_NOUN	2.35	76.73	78.53	False
of_ADP	2.27	50646.59	51797.94	True
gel_NOUN	2.27	53.59	54.80	False
proportion_NOUN	2.25	179.03	183.05	False
signal_NOUN	2.18	180.25	184.18	False
nrf2_NOUN	2.06	18.27	18.64	False
alkyl_ADJ	2.06	6.09	6.21	False
fracture_VERB	2.06	6.09	6.21	False
orthogonal_ADJ	2.06	6.09	6.21	False
endometrium_NOUN	2.06	6.09	6.21	False
cnt_NOUN	2.06	6.09	6.21	False
cardiometabolic_NOUN	2.06	6.09	6.21	False
ic_NOUN	2.06	6.09	6.21	False
partnership_NOUN	2.06	12.18	12.43	False
traffic_NOUN	2.06	12.18	12.43	False
glycosylation_NOUN	2.06	12.18	12.43	False
multimodal_ADJ	2.06	12.18	12.43	False
pci_NOUN	2.06	12.18	12.43	False
stratified_ADJ	2.06	6.09	6.21	False
pollen_NOUN	2.06	12.18	12.43	False
tactile_NOUN	2.06	6.09	6.21	False
oscillator_NOUN	2.06	6.09	6.21	False
conductivity_NOUN	1.97	67.59	68.93	False
recovery_NOUN	1.96	178.42	181.92	False
injury_NOUN	1.88	409.83	417.52	False
synthase_NOUN	1.87	31.06	31.64	False
critically_ADV	1.87	31.06	31.64	False
vector_NOUN	1.86	87.08	88.70	False
possibility_NOUN	1.85	56.02	57.06	False
eat_VERB	1.85	56.02	57.06	False
translational_ADJ	1.83	24.97	25.42	False
resolve_VERB	1.76	37.76	38.42	False
polymerase_NOUN	1.70	31.67	32.20	False
biological_ADJ	1.67	177.81	180.79	False
previously_ADV	1.66	158.94	161.58	False
manifestation_NOUN	1.66	57.24	58.19	False
cancer_NOUN	1.66	1552.22	1577.97	False
apparatus_NOUN	1.61	12.79	12.99	False
monthly_ADJ	1.61	12.79	12.99	False
anthropogenic_ADJ	1.61	12.79	12.99	False
forest_NOUN	1.57	57.85	58.76	False
anesthesia_NOUN	1.53	32.27	32.77	False
sulfur_NOUN	1.53	32.27	32.77	False
both_PRON	1.49	188.17	190.96	False
excited_ADJ	1.48	19.49	19.77	False
descriptive_ADJ	1.48	38.97	39.55	False
contaminant_NOUN	1.48	19.49	19.77	False
guide_VERB	1.46	104.13	105.65	False
flexible_ADJ	1.44	45.67	46.33	False
nm_NOUN	1.42	98.04	99.44	False
isolate_NOUN	1.40	111.44	112.99	False
column_NOUN	1.37	32.88	33.33	False
specie_NOUN	1.36	559.63	567.23	False
city_NOUN	1.34	39.58	40.11	False
cognition_NOUN	1.34	39.58	40.11	False
uv_NOUN	1.32	46.28	46.89	False
use_VERB	1.27	4611.60	4670.07	False
acuity_NOUN	1.21	33.49	33.90	False
murine_NOUN	1.21	13.40	13.56	False
benchmark_NOUN	1.21	6.70	6.78	False
front_NOUN	1.21	6.70	6.78	False
pharmacophore_ADJ	1.21	6.70	6.78	False
travel_VERB	1.21	6.70	6.78	False
spacer_NOUN	1.21	13.40	13.56	False
split_NOUN	1.21	6.70	6.78	False
mindfulness_NOUN	1.21	13.40	13.56	False
photochemical_ADJ	1.21	6.70	6.78	False
prescribing_NOUN	1.21	13.40	13.56	False
computationally_ADV	1.21	6.70	6.78	False
acetone_NOUN	1.21	6.70	6.78	False
sham_NOUN	1.21	6.70	6.78	False
wing_NOUN	1.21	6.70	6.78	False
cohesin_NOUN	1.21	6.70	6.78	False
ef_NOUN	1.21	6.70	6.78	False
honeybee_NOUN	1.21	6.70	6.78	False
membrane_NOUN	1.12	277.68	280.79	False
refer_VERB	1.08	74.90	75.71	False
spinal_ADJ	1.04	88.91	89.83	False
msc_NOUN	1.02	27.40	27.68	False
signature_NOUN	1.00	48.11	48.59	False
moment_NOUN	0.96	20.70	20.90	False
multifactorial_ADJ	0.85	14.01	14.12	False
gradually_ADV	0.85	14.01	14.12	False
next_ADV	0.85	14.01	14.12	False
determinant_NOUN	0.85	70.03	70.62	False
composite_NOUN	0.81	77.34	77.97	False
and_CCONJ	0.77	40808.35	41122.20	False
suspension_NOUN	0.73	21.31	21.47	False
process_VERB	0.73	63.94	64.41	False
intensive_ADJ	0.67	57.24	57.63	False
new_ADJ	0.66	1118.04	1125.43	False
flow_NOUN	0.63	237.49	238.98	False
metal_NOUN	0.63	201.56	202.83	False
deliver_VERB	0.61	93.78	94.35	False
rate_NOUN	0.61	1558.92	1568.37	False
brain_NOUN	0.61	490.82	493.79	False
series_NOUN	0.54	145.54	146.33	False
nanoparticle_NOUN	0.54	182.08	183.05	False
coordination_NOUN	0.51	51.15	51.41	False
load_NOUN	0.51	80.38	80.79	False
share_VERB	0.51	95.00	95.48	False
pharmacokinetic_ADJ	0.51	21.92	22.03	False
demonstration_NOUN	0.51	7.31	7.34	False
immunohistochemistry_NOUN	0.51	29.23	29.38	False
pds_NOUN	0.51	7.31	7.34	False
enrollment_NOUN	0.51	7.31	7.34	False
demyelinate_VERB	0.51	7.31	7.34	False
insomnia_NOUN	0.51	14.61	14.69	False
repression_NOUN	0.51	7.31	7.34	False
t3_NOUN	0.51	14.61	14.69	False
bundle_NOUN	0.51	14.61	14.69	False
ph_NOUN	0.51	7.31	7.34	False
piercing_NOUN	0.51	7.31	7.34	False
osmotic_ADJ	0.51	7.31	7.34	False
chws_NOUN	0.51	7.31	7.34	False
multimorbidity_NOUN	0.51	7.31	7.34	False
mortality_NOUN	0.51	518.83	521.47	False
successful_ADJ	0.46	95.61	96.05	False
increase_NOUN	0.39	615.65	618.08	False
self_NOUN	0.36	313.00	314.13	False
problem_NOUN	0.34	283.77	284.75	False
synthesis_NOUN	0.26	188.78	189.27	False
natural_ADJ	0.24	174.16	174.58	False
infant_NOUN	0.20	152.24	152.54	False
wearable_ADJ	0.20	30.45	30.51	False
intelligence_NOUN	0.20	15.22	15.25	False
ocular_ADJ	0.10	46.28	46.33	False
infection_NOUN	0.08	680.81	681.36	False
stimulate_VERB	0.05	62.11	62.15	False
bird_NOUN	0.03	38.97	38.98	False
among_ADP	-0.00	626.00	625.99	False
strain_NOUN	-0.01	281.95	281.92	False
high_ADJ	-0.02	3967.93	3967.25	False
like_ADJ	-0.03	149.19	149.15	False
center_NOUN	-0.05	126.05	125.99	False
driver_NOUN	-0.09	31.67	31.64	False
vaccine_NOUN	-0.09	253.32	253.11	False
exclusive_ADJ	-0.09	7.92	7.91	False
excision_NOUN	-0.09	15.83	15.82	False
front_ADJ	-0.09	7.92	7.91	False
attendance_NOUN	-0.09	7.92	7.91	False
backbone_NOUN	-0.09	15.83	15.82	False
glabrata_NOUN	-0.09	7.92	7.91	False
herniation_NOUN	-0.09	7.92	7.91	False
dermatitis_NOUN	-0.09	7.92	7.91	False
sorting_NOUN	-0.09	7.92	7.91	False
milestone_NOUN	-0.09	7.92	7.91	False
throat_NOUN	-0.09	7.92	7.91	False
fluence_NOUN	-0.09	7.92	7.91	False
csc_NOUN	-0.09	7.92	7.91	False
cranial_ADJ	-0.09	23.75	23.73	False
observation_NOUN	-0.13	95.61	95.48	False
food_NOUN	-0.24	356.24	355.37	False
down_ADP	-0.26	24.36	24.29	False
adult_NOUN	-0.27	439.05	437.85	False
threshold_NOUN	-0.31	98.04	97.74	False
strong_ADJ	-0.32	245.41	244.63	False
selectivity_NOUN	-0.32	73.68	73.45	False
cumulative_ADJ	-0.35	32.88	32.77	False
branch_NOUN	-0.35	16.44	16.38	False
butanol_NOUN	-0.35	16.44	16.38	False
bacteria_NOUN	-0.36	189.38	188.70	False
exact_ADJ	-0.40	41.41	41.24	False
those_PRON	-0.44	791.03	787.57	False
depression_NOUN	-0.45	283.77	282.49	False
mirna_ADJ	-0.47	33.49	33.33	False
aggregate_NOUN	-0.50	42.02	41.81	False
coating_NOUN	-0.52	50.54	50.28	False
vessel_NOUN	-0.54	76.12	75.71	False
minor_ADJ	-0.60	25.58	25.42	False
crisis_NOUN	-0.60	42.63	42.37	False
chloride_NOUN	-0.60	17.05	16.95	False
crack_VERB	-0.60	8.53	8.47	False
foal_NOUN	-0.60	8.53	8.47	False
humid_ADJ	-0.60	8.53	8.47	False
diatom_NOUN	-0.60	8.53	8.47	False
sexual_ADJ	-0.64	94.39	93.79	False
equation_NOUN	-0.66	60.29	59.89	False
network_NOUN	-0.70	355.02	352.54	False
ligament_NOUN	-0.71	34.71	34.46	False
world_NOUN	-0.74	113.27	112.43	False
thick_ADJ	-0.75	26.18	25.99	False
security_NOUN	-0.75	26.18	25.99	False
modify_VERB	-0.76	148.58	147.46	False
seek_VERB	-0.77	70.03	69.49	False
exercise_VERB	-0.82	17.66	17.51	False
scientist_NOUN	-0.82	17.66	17.51	False
overexpresse_VERB	-0.90	26.79	26.55	False
scale_NOUN	-0.93	242.36	240.11	False
lead_NOUN	-0.93	35.93	35.59	False
protein_NOUN	-0.97	1273.32	1261.02	False
collection_NOUN	-1.00	99.87	98.87	False
examine_VERB	-1.01	409.22	405.09	False
bottle_NOUN	-1.04	9.13	9.04	False
diary_NOUN	-1.04	9.13	9.04	False
corneal_ADJ	-1.04	54.81	54.24	False
fluorophore_NOUN	-1.04	9.13	9.04	False
toluene_NOUN	-1.04	9.13	9.04	False
internalize_VERB	-1.04	9.13	9.04	False
budget_NOUN	-1.04	9.13	9.04	False
interfacial_ADJ	-1.04	18.27	18.08	False
mark_NOUN	-1.04	9.13	9.04	False
alexithymia_NOUN	-1.04	9.13	9.04	False
selenium_NOUN	-1.04	18.27	18.08	False
appraisal_NOUN	-1.04	9.13	9.04	False
algal_ADJ	-1.04	9.13	9.04	False
trigger_VERB	-1.04	45.67	45.20	False
medical_ADJ	-1.10	350.76	346.89	False
neurological_ADJ	-1.17	112.05	110.73	False
teacher_NOUN	-1.17	28.01	27.68	False
tube_NOUN	-1.17	56.02	55.37	False
capacity_NOUN	-1.18	205.83	203.39	False
nanotube_NOUN	-1.24	18.88	18.64	False
communicate_VERB	-1.24	18.88	18.64	False
fibrosis_NOUN	-1.26	132.75	131.07	False
embed_VERB	-1.27	47.50	46.89	False
organ_NOUN	-1.28	123.62	122.03	False
noise_NOUN	-1.29	104.74	103.39	False
fixation_NOUN	-1.30	57.24	56.50	False
participate_VERB	-1.30	85.86	84.75	False
dna_NOUN	-1.31	191.21	188.70	False
value_NOUN	-1.39	687.51	677.97	False
instrumental_ADJ	-1.42	9.74	9.60	False
zebrafish_ADJ	-1.42	19.49	19.21	False
glycolysis_NOUN	-1.42	9.74	9.60	False
sputum_NOUN	-1.42	9.74	9.60	False
anticoagulant_ADJ	-1.42	9.74	9.60	False
the_DET	-1.43	87085.09	85843.84	True
psychiatric_ADJ	-1.49	49.33	48.59	False
search_NOUN	-1.52	109.00	107.35	False
dose_NOUN	-1.53	288.03	283.62	False
meet_VERB	-1.54	89.52	88.14	False
compressive_ADJ	-1.60	20.10	19.77	False
neurocognitive_ADJ	-1.60	20.10	19.77	False
speciman_NOUN	-1.60	20.10	19.77	False
pregnancy_NOUN	-1.61	151.02	148.59	False
administer_VERB	-1.63	101.09	99.44	False
rule_NOUN	-1.66	30.45	29.94	False
fresh_ADJ	-1.66	30.45	29.94	False
autonomous_ADJ	-1.76	10.35	10.17	False
enhancer_NOUN	-1.76	20.70	20.34	False
electrophoresis_NOUN	-1.76	10.35	10.17	False
contract_VERB	-1.76	10.35	10.17	False
fire_NOUN	-1.76	20.70	20.34	False
fitting_ADJ	-1.76	10.35	10.17	False
interferon_NOUN	-1.76	10.35	10.17	False
compound_VERB	-1.76	10.35	10.17	False
microglial_ADJ	-1.76	10.35	10.17	False
nudge_NOUN	-1.76	10.35	10.17	False
news_NOUN	-1.76	10.35	10.17	False
proliferation_NOUN	-1.83	241.15	236.72	False
barrier_NOUN	-1.85	157.72	154.80	False
exploration_NOUN	-1.87	31.67	31.07	False
conserve_VERB	-1.89	52.98	51.98	False
datum_NOUN	-1.91	1446.26	1418.65	False
w_NOUN	-1.92	21.31	20.90	False
tumor_NOUN	-1.92	756.93	742.38	False
yield_NOUN	-1.96	139.45	136.72	False
weak_ADJ	-1.97	32.27	31.64	False
extraction_NOUN	-2.04	98.04	96.05	False
ester_NOUN	-2.07	21.92	21.47	False
dissemination_NOUN	-2.07	10.96	10.73	False
absent_ADJ	-2.07	10.96	10.73	False
rash_NOUN	-2.07	10.96	10.73	False
gastrectomy_NOUN	-2.07	10.96	10.73	False
moderately_ADV	-2.07	10.96	10.73	False
wear_VERB	-2.07	21.92	21.47	False
peroxidation_NOUN	-2.07	10.96	10.73	False
joint_NOUN	-2.07	65.77	64.41	False
pathogen_NOUN	-2.11	143.71	140.68	False
recording_NOUN	-2.16	33.49	32.77	False
instruction_NOUN	-2.21	22.53	22.03	False
come_VERB	-2.21	22.53	22.03	False
absence_NOUN	-2.23	135.80	132.77	False
agonist_NOUN	-2.25	34.10	33.33	False
energy_NOUN	-2.27	410.43	401.13	False
disorder_VERB	-2.34	11.57	11.30	False
lysosomal_ADJ	-2.34	11.57	11.30	False
exhaustion_NOUN	-2.34	11.57	11.30	False
runoff_NOUN	-2.34	11.57	11.30	False
lockdown_NOUN	-2.34	23.14	22.60	False
analogue_NOUN	-2.34	11.57	11.30	False
qrt_NOUN	-2.34	11.57	11.30	False
belong_VERB	-2.34	34.71	33.90	False
reconstruction_NOUN	-2.37	104.74	102.26	False
cope_VERB	-2.40	46.89	45.76	False
fiber_NOUN	-2.41	129.10	125.99	False
rich_ADJ	-2.42	70.64	68.93	False
anticancer_NOUN	-2.42	35.32	34.46	False
epithelial_ADJ	-2.43	94.39	92.09	False
cortex_NOUN	-2.45	82.82	80.79	False
ventricular_ADJ	-2.46	71.25	69.49	False
discover_VERB	-2.46	23.75	23.16	False
shoot_NOUN	-2.46	23.75	23.16	False
wastewater_NOUN	-2.50	35.93	35.03	False
extrinsic_ADJ	-2.58	12.18	11.86	False
withdrawal_NOUN	-2.58	24.36	23.73	False
newborn_NOUN	-2.58	12.18	11.86	False
dermal_ADJ	-2.58	12.18	11.86	False
removal_NOUN	-2.67	124.23	120.90	False
hospitalization_NOUN	-2.68	87.08	84.75	False
synthesize_VERB	-2.70	74.90	72.88	False
location_NOUN	-2.72	125.44	122.03	False
glutamine_NOUN	-2.80	12.79	12.43	False
mast_NOUN	-2.80	12.79	12.43	False
anthocyanin_ADJ	-2.80	12.79	12.43	False
incremental_ADJ	-2.80	12.79	12.43	False
da_NOUN	-2.80	12.79	12.43	False
arrhythmia_NOUN	-2.80	12.79	12.43	False
a_DET	-2.83	20616.70	20033.41	True
α_ADJ	-2.86	51.76	50.28	False
transform_VERB	-2.91	26.18	25.42	False
beta_NOUN	-2.91	78.55	76.27	False
alone_ADJ	-3.00	13.40	12.99	False
cutaneous_ADJ	-3.00	13.40	12.99	False
laparoscopic_ADJ	-3.00	40.19	38.98	False
surgery_NOUN	-3.05	460.98	446.89	False
prescribe_VERB	-3.07	40.80	39.55	False
invasive_ADJ	-3.11	151.02	146.33	False
perceive_VERB	-3.12	137.62	133.33	False
assess_VERB	-3.15	666.19	645.20	False
implantation_NOUN	-3.19	42.02	40.68	False
ideation_NOUN	-3.19	14.01	13.56	False
filtration_NOUN	-3.19	14.01	13.56	False
genomic_NOUN	-3.19	14.01	13.56	False
wind_NOUN	-3.19	14.01	13.56	False
conventional_ADJ	-3.21	140.67	136.16	False
fruit_NOUN	-3.26	71.25	68.93	False
pharmacist_NOUN	-3.27	28.62	27.68	False
muscle_NOUN	-3.32	289.86	280.23	False
incidence_NOUN	-3.33	406.78	393.22	False
adverse_ADJ	-3.34	232.62	224.86	False
organoid_NOUN	-3.36	29.23	28.25	False
coil_NOUN	-3.36	29.23	28.25	False
sociodemographic_ADJ	-3.36	14.61	14.12	False
chick_NOUN	-3.36	14.61	14.12	False
soft_ADJ	-3.51	76.12	73.45	False
decline_NOUN	-3.57	108.39	104.52	False
video_NOUN	-3.60	77.95	75.14	False
chi_ADJ	-3.65	15.83	15.25	False
translate_VERB	-3.65	15.83	15.25	False
cytoplasmic_ADJ	-3.65	15.83	15.25	False
myelin_NOUN	-3.65	15.83	15.25	False
adenoma_ADV	-3.65	15.83	15.25	False
expenditure_NOUN	-3.65	31.67	30.51	False
delay_VERB	-3.65	47.50	45.76	False
detect_VERB	-3.68	494.47	476.27	False
human_NOUN	-3.71	144.93	139.55	False
joint_ADJ	-3.72	64.55	62.15	False
assist_VERB	-3.75	65.16	62.71	False
yeast_NOUN	-3.79	49.33	47.46	False
vulnerability_NOUN	-3.79	16.44	15.82	False
dehydrogenase_NOUN	-3.79	16.44	15.82	False
plane_NOUN	-3.79	32.88	31.64	False
metabolomic_NOUN	-3.79	16.44	15.82	False
follicular_ADJ	-3.79	16.44	15.82	False
ice_NOUN	-3.79	16.44	15.82	False
side_NOUN	-3.86	134.58	129.38	False
cardiac_ADJ	-3.88	202.78	194.92	False
knowledge_NOUN	-3.89	339.19	325.99	False
aerobic_ADJ	-3.91	34.10	32.77	False
heterozygous_ADJ	-3.91	17.05	16.38	False
advance_VERB	-3.91	34.10	32.77	False
employee_NOUN	-3.91	17.05	16.38	False
transmit_VERB	-3.91	34.10	32.77	False
injure_VERB	-3.91	17.05	16.38	False
report_VERB	-3.96	865.32	831.08	False
copolymer_NOUN	-4.02	17.66	16.95	False
label_VERB	-4.08	35.93	34.46	False
analyte_NOUN	-4.13	18.27	17.51	False
prosthesis_NOUN	-4.13	18.27	17.51	False
target_NOUN	-4.22	470.11	450.28	False
insulin_NOUN	-4.28	172.94	165.54	False
transition_NOUN	-4.30	135.19	129.38	False
macular_NOUN	-4.32	19.49	18.64	False
bind_VERB	-4.33	370.85	354.80	False
subunit_NOUN	-4.35	59.07	56.50	False
autologous_ADJ	-4.41	20.10	19.21	False
abortion_NOUN	-4.41	20.10	19.21	False
brush_NOUN	-4.41	20.10	19.21	False
survey_NOUN	-4.47	184.51	176.27	False
physician_NOUN	-4.49	82.82	79.10	False
interview_NOUN	-4.53	84.04	80.23	False
sediment_NOUN	-4.55	63.33	60.45	False
unit_NOUN	-4.57	127.88	122.03	False
prostate_NOUN	-4.64	109.61	104.52	False
dendritic_ADJ	-4.64	21.92	20.90	False
rheumatoid_ADJ	-4.71	22.53	21.47	False
input_NOUN	-4.78	69.42	66.10	False
easily_ADV	-4.81	46.89	44.63	False
work_VERB	-4.82	141.28	134.46	False
biofilm_NOUN	-4.84	47.50	45.20	False
vesicle_NOUN	-4.84	23.75	22.60	False
water_NOUN	-4.86	478.64	455.37	False
uncertainty_NOUN	-4.86	71.86	68.36	False
adequate_ADJ	-4.90	48.72	46.33	False
standard_ADJ	-4.90	170.51	162.15	False
remain_VERB	-4.91	268.55	255.37	False
chemical_NOUN	-4.93	123.01	116.95	False
field_NOUN	-4.95	473.16	449.72	False
well_ADV	-5.00	864.71	821.47	False
complementary_ADJ	-5.01	25.58	24.29	False
supplement_VERB	-5.01	25.58	24.29	False
weight_NOUN	-5.06	365.98	347.46	False
ethnic_ADJ	-5.06	26.18	24.86	False
educational_ADJ	-5.10	79.77	75.71	False
force_NOUN	-5.11	107.18	101.70	False
medium_ADJ	-5.11	26.79	25.42	False
differential_ADJ	-5.13	80.99	76.84	False
mass_ADJ	-5.16	27.40	25.99	False
separate_ADJ	-5.16	27.40	25.99	False
fracture_NOUN	-5.18	138.23	131.07	False
cyclic_ADJ	-5.21	28.01	26.55	False
increase_VERB	-5.21	2050.95	1944.08	True
association_NOUN	-5.21	534.66	506.78	False
competitive_ADJ	-5.25	28.62	27.12	False
adsorption_NOUN	-5.28	87.08	82.49	False
indicator_NOUN	-5.30	88.30	83.62	False
catheter_NOUN	-5.33	29.84	28.25	False
pump_NOUN	-5.33	29.84	28.25	False
sub_ADJ	-5.33	29.84	28.25	False
gestation_NOUN	-5.37	30.45	28.81	False
structured_ADJ	-5.37	30.45	28.81	False
child_NOUN	-5.39	923.78	874.01	False
scatter_VERB	-5.44	31.67	29.94	False
help_VERB	-5.54	370.24	349.72	False
patient_NOUN	-5.63	6518.84	6152.00	True
pain_NOUN	-5.64	534.05	503.96	False
clinical_ADJ	-5.65	1149.09	1084.19	False
chicken_NOUN	-5.68	36.54	34.46	False
width_NOUN	-5.70	37.15	35.03	False
survive_VERB	-5.70	37.15	35.03	False
diagnose_VERB	-5.74	267.33	251.98	False
pelvic_ADJ	-5.79	39.58	37.29	False
impairment_NOUN	-5.83	121.79	114.69	False
antigen_NOUN	-5.89	84.64	79.66	False
spectrum_NOUN	-5.92	87.08	81.92	False
ovarian_ADJ	-5.96	89.52	84.18	False
seed_NOUN	-6.02	46.89	44.07	False
active_ADJ	-6.02	188.17	176.84	False
low_ADJ	-6.05	1930.99	1814.13	True
isolate_VERB	-6.09	99.87	93.79	False
heavy_ADJ	-6.12	51.15	48.02	False
element_NOUN	-6.13	155.28	145.76	False
longitudinal_ADJ	-6.13	51.76	48.59	False
black_ADJ	-6.21	56.02	52.54	False
that_PRON	-6.26	3179.95	2980.80	True
control_VERB	-6.30	431.14	403.96	False
glucose_NOUN	-6.32	186.95	175.14	False
output_NOUN	-6.35	64.55	60.45	False
diabetic_ADJ	-6.36	65.77	61.58	False
bear_VERB	-6.42	70.64	66.10	False
stroke_NOUN	-6.45	218.61	204.52	False
tooth_NOUN	-6.52	80.38	75.14	False
chain_NOUN	-6.54	166.24	155.37	False
sodium_NOUN	-6.60	90.73	84.75	False
diabetes_NOUN	-6.63	190.60	177.97	False
probability_NOUN	-6.63	96.21	89.83	False
fluorescence_NOUN	-6.67	102.91	96.05	False
cluster_NOUN	-6.72	111.44	103.96	False
count_NOUN	-6.72	112.05	104.52	False
preoperative_ADJ	-6.75	119.96	111.86	False
safe_ADJ	-6.91	179.64	167.23	False
history_NOUN	-6.93	382.42	355.93	False
intensity_NOUN	-6.93	191.82	178.53	False
control_NOUN	-6.98	1146.05	1066.11	True
round_NOUN	-7.22	11.57	10.73	False
blind_VERB	-7.22	11.57	10.73	False
term_VERB	-7.22	11.57	10.73	False
scan_ADJ	-7.22	11.57	10.73	False
monitor_NOUN	-7.22	11.57	10.73	False
app_NOUN	-7.22	92.56	85.88	False
