word	change (%)	opm BASE	opm INST	significant
sterically_ADV	85.56	0.61	1.13	False
palmitoyltransferase_NOUN	85.56	0.61	1.13	False
cosmic_ADJ	85.56	0.61	1.13	False
downloadable_ADJ	85.56	0.61	1.13	False
stiripentol_ADV	85.56	0.61	1.13	False
contradiction_NOUN	85.56	0.61	1.13	False
bace1sw_NOUN	85.56	0.61	1.13	False
dihydroxyacetophenone_NOUN	85.56	0.61	1.13	False
ethnobiological_ADJ	85.56	0.61	1.13	False
fleece_NOUN	85.56	0.61	1.13	False
leptomeningeal_NOUN	85.56	0.61	1.13	False
microdialysis_NOUN	85.56	1.22	2.26	False
photoautotrophic_ADJ	85.56	0.61	1.13	False
cs_NOUN	85.56	1.22	2.26	False
reinforcer_NOUN	85.56	0.61	1.13	False
surrogate_ADJ	85.56	4.87	9.04	False
mthfr_NOUN	85.56	0.61	1.13	False
dystocic_NOUN	85.56	0.61	1.13	False
ferrimagnetic_ADJ	85.56	0.61	1.13	False
mathematics_ADJ	85.56	0.61	1.13	False
dilute_VERB	85.56	1.22	2.26	False
tassele_VERB	85.56	0.61	1.13	False
cyclopentasiloxane_NOUN	85.56	0.61	1.13	False
hyperphosphatemia_NOUN	85.56	1.22	2.26	False
itb_NOUN	85.56	0.61	1.13	False
undertreated_ADJ	85.56	0.61	1.13	False
dichlorobenzylamine_NOUN	85.56	0.61	1.13	False
intimal_ADJ	85.56	0.61	1.13	False
salience_NOUN	85.56	2.44	4.52	False
overexpressor_NOUN	85.56	0.61	1.13	False
h3_NOUN	85.56	0.61	1.13	False
kinetic_VERB	85.56	0.61	1.13	False
convoluted_ADJ	85.56	0.61	1.13	False
grandiflora_ADJ	85.56	0.61	1.13	False
outcompete_ADJ	85.56	0.61	1.13	False
turbid_ADJ	85.56	0.61	1.13	False
stevia_VERB	85.56	0.61	1.13	False
microarray_VERB	85.56	1.22	2.26	False
sunscreen_NOUN	85.56	0.61	1.13	False
provide_NOUN	85.56	0.61	1.13	False
scn1a_NOUN	85.56	0.61	1.13	False
multinucleate_VERB	85.56	1.22	2.26	False
cerebri_NOUN	85.56	0.61	1.13	False
necessitate_ADJ	85.56	0.61	1.13	False
appeal_VERB	85.56	0.61	1.13	False
reculture_VERB	85.56	0.61	1.13	False
seal_VERB	85.56	1.22	2.26	False
neurocutaneous_ADJ	85.56	0.61	1.13	False
distinguished_ADJ	85.56	0.61	1.13	False
molting_NOUN	85.56	0.61	1.13	False
vgcc_NOUN	85.56	0.61	1.13	False
trapped_ADJ	85.56	0.61	1.13	False
lgic_NOUN	85.56	0.61	1.13	False
mn2_NOUN	85.56	1.22	2.26	False
ws_NOUN	85.56	1.22	2.26	False
overlapping_NOUN	85.56	0.61	1.13	False
cascade_VERB	85.56	2.44	4.52	False
sequestering_NOUN	85.56	0.61	1.13	False
normoglycemic_ADJ	85.56	0.61	1.13	False
launch_NOUN	85.56	0.61	1.13	False
tachyphylaxis_NOUN	85.56	0.61	1.13	False
spawn_VERB	85.56	0.61	1.13	False
whitefish_VERB	85.56	0.61	1.13	False
transmitter_NOUN	85.56	1.22	2.26	False
hypoplasia_NOUN	85.56	0.61	1.13	False
vGPCR_NOUN	85.56	0.61	1.13	False
keratolysis_NOUN	85.56	0.61	1.13	False
sterilization_NOUN	85.56	4.87	9.04	False
calsequestrin_NOUN	85.56	0.61	1.13	False
improvisation_NOUN	85.56	0.61	1.13	False
gb3_NOUN	85.56	0.61	1.13	False
neither_ADV	85.56	0.61	1.13	False
polysora_NOUN	85.56	0.61	1.13	False
trv_NOUN	85.56	0.61	1.13	False
gluconeogenesis_NOUN	85.56	1.22	2.26	False
transverse_VERB	85.56	0.61	1.13	False
penalty_NOUN	85.56	0.61	1.13	False
cdss_ADJ	85.56	0.61	1.13	False
impossible_ADJ	85.56	1.22	2.26	False
gmmyb3a_NOUN	85.56	1.22	2.26	False
present_ADV	85.56	0.61	1.13	False
pyrazolone_NOUN	85.56	2.44	4.52	False
unreported_ADJ	85.56	1.22	2.26	False
squeak_NOUN	85.56	0.61	1.13	False
herbivorous_ADJ	85.56	0.61	1.13	False
dummy_ADJ	85.56	0.61	1.13	False
dsrb_ADJ	85.56	0.61	1.13	False
resumption_NOUN	85.56	0.61	1.13	False
4δ_NOUN	85.56	0.61	1.13	False
bonding_ADJ	85.56	0.61	1.13	False
hmm_NOUN	85.56	0.61	1.13	False
guanidinyl_NOUN	85.56	0.61	1.13	False
cyclical_ADJ	85.56	0.61	1.13	False
suspect_NOUN	85.56	0.61	1.13	False
reanalysis_NOUN	85.56	0.61	1.13	False
bmdsx_NOUN	85.56	0.61	1.13	False
tetrahydroisoquinoline_NOUN	85.56	0.61	1.13	False
ht3_NOUN	85.56	1.22	2.26	False
circadian_ADV	85.56	0.61	1.13	False
mek_NOUN	85.56	0.61	1.13	False
handwash_VERB	85.56	0.61	1.13	False
etrx4_NOUN	85.56	0.61	1.13	False
hcg_NOUN	85.56	0.61	1.13	False
misunderstanding_NOUN	85.56	0.61	1.13	False
AoV_NOUN	85.56	0.61	1.13	False
methylpyridine_NOUN	85.56	0.61	1.13	False
3a_NOUN	85.56	0.61	1.13	False
pilgrim_NOUN	85.56	0.61	1.13	False
mmhg_NOUN	85.56	0.61	1.13	False
hydroxyphenylpyruvate_ADJ	85.56	0.61	1.13	False
nifedipine_NOUN	85.56	0.61	1.13	False
typological_ADJ	85.56	0.61	1.13	False
phonology_NOUN	85.56	0.61	1.13	False
hochu_NOUN	85.56	0.61	1.13	False
ekki_NOUN	85.56	0.61	1.13	False
endocrinological_ADJ	85.56	0.61	1.13	False
icterohaemorrhagiae_NOUN	85.56	0.61	1.13	False
mononuclear_ADJ	85.56	0.61	1.13	False
traffic_VERB	85.56	0.61	1.13	False
CRISPRi_NOUN	85.56	0.61	1.13	False
tryptophan_ADP	85.56	0.61	1.13	False
phenylglycine_NOUN	85.56	0.61	1.13	False
cdc1s_ADV	85.56	0.61	1.13	False
tink_ADJ	85.56	0.61	1.13	False
clavulanic_ADJ	85.56	0.61	1.13	False
globular_ADJ	85.56	0.61	1.13	False
5G_NOUN	85.56	0.61	1.13	False
premutation_NOUN	85.56	0.61	1.13	False
unintentional_ADJ	85.56	0.61	1.13	False
ultracold_ADJ	85.56	0.61	1.13	False
securely_ADV	85.56	0.61	1.13	False
il1b_NOUN	85.56	0.61	1.13	False
pound_VERB	85.56	0.61	1.13	False
chisel_NOUN	85.56	0.61	1.13	False
dig_VERB	85.56	0.61	1.13	False
scrape_VERB	85.56	1.22	2.26	False
cardiothoracic_ADJ	85.56	0.61	1.13	False
pancytopenia_NOUN	85.56	0.61	1.13	False
nephrotoxic_ADJ	85.56	0.61	1.13	False
baldness_NOUN	85.56	1.22	2.26	False
hpao_ADJ	85.56	0.61	1.13	False
colder_ADJ	85.56	0.61	1.13	False
anesthesiology_NOUN	85.56	0.61	1.13	False
rrna_VERB	85.56	0.61	1.13	False
rubripertincta_NOUN	85.56	0.61	1.13	False
ste_VERB	85.56	0.61	1.13	False
chunk_NOUN	85.56	0.61	1.13	False
recursively_ADV	85.56	0.61	1.13	False
IgE_NOUN	85.56	0.61	1.13	False
v_ADP	85.56	0.61	1.13	False
bioenergetic_NOUN	85.56	0.61	1.13	False
ribosome_NOUN	85.56	4.87	9.04	False
labrum_NOUN	85.56	0.61	1.13	False
rvaxaes_NOUN	85.56	0.61	1.13	False
odontoblast_NOUN	85.56	0.61	1.13	False
imidazole_NOUN	85.56	0.61	1.13	False
logarithm_NOUN	85.56	1.22	2.26	False
aerosolization_NOUN	85.56	0.61	1.13	False
cohesion_NOUN	85.56	4.87	9.04	False
pasi_NOUN	85.56	0.61	1.13	False
hourly_ADJ	85.56	0.61	1.13	False
supratentorial_ADJ	85.56	1.22	2.26	False
rCBV_NOUN	85.56	0.61	1.13	False
nonreducing_ADJ	85.56	0.61	1.13	False
converge_VERB	85.56	1.22	2.26	False
oro_PRON	85.56	0.61	1.13	False
browning_ADJ	85.56	0.61	1.13	False
mash_VERB	85.56	0.61	1.13	False
mashed_ADJ	85.56	0.61	1.13	False
parathyroid_NOUN	85.56	0.61	1.13	False
lvedv_NOUN	85.56	0.61	1.13	False
pheochromocytoma_NOUN	85.56	0.61	1.13	False
pin_VERB	85.56	0.61	1.13	False
aliasing_NOUN	85.56	2.44	4.52	False
genitalium_NOUN	85.56	0.61	1.13	False
laparoscopy_VERB	85.56	0.61	1.13	False
prpsc_ADV	85.56	0.61	1.13	False
ppfs_ADJ	85.56	0.61	1.13	False
po_VERB	85.56	0.61	1.13	False
decipher_VERB	85.56	0.61	1.13	False
benchmark_VERB	85.56	0.61	1.13	False
ibrutinib_NOUN	85.56	0.61	1.13	False
hepcidin_ADJ	85.56	0.61	1.13	False
vulvar_NOUN	85.56	0.61	1.13	False
pennation_NOUN	85.56	0.61	1.13	False
interpretable_ADJ	85.56	1.22	2.26	False
signalize_VERB	85.56	1.22	2.26	False
cyclist_ADJ	85.56	0.61	1.13	False
algebra_NOUN	85.56	0.61	1.13	False
fossilized_ADJ	85.56	0.61	1.13	False
subcontinent_NOUN	85.56	0.61	1.13	False
palatability_NOUN	85.56	0.61	1.13	False
osmolyte_NOUN	85.56	0.61	1.13	False
standstill_ADJ	85.56	0.61	1.13	False
graphite_NOUN	85.56	2.44	4.52	False
fasciata_NOUN	85.56	1.22	2.26	False
past_ADP	85.56	0.61	1.13	False
uplc_ADJ	85.56	0.61	1.13	False
iliopsoas_ADJ	85.56	0.61	1.13	False
mirror_VERB	85.56	0.61	1.13	False
fermentative_ADJ	85.56	0.61	1.13	False
abyssal_NOUN	85.56	0.61	1.13	False
dihydroxybenzylidene_NOUN	85.56	0.61	1.13	False
ursodeoxycholic_ADJ	85.56	0.61	1.13	False
polypterid_NOUN	85.56	0.61	1.13	False
smolder_VERB	85.56	0.61	1.13	False
glucoamylase_NOUN	85.56	1.22	2.26	False
strike_VERB	85.56	1.22	2.26	False
nitrophenyl_NOUN	85.56	1.22	2.26	False
task_VERB	85.56	0.61	1.13	False
quinine_ADJ	85.56	0.61	1.13	False
pulse_ADJ	85.56	0.61	1.13	False
microcavitie_NOUN	85.56	0.61	1.13	False
carbapenem_ADJ	85.56	1.22	2.26	False
bh_NOUN	85.56	0.61	1.13	False
emt_ADJ	85.56	1.22	2.26	False
oncogenesis_NOUN	85.56	0.61	1.13	False
agreeableness_NOUN	85.56	1.22	2.26	False
low_NOUN	85.56	0.61	1.13	False
antiemetic_ADJ	85.56	2.44	4.52	False
bioenergetic_ADJ	85.56	0.61	1.13	False
fragile_ADJ	85.56	0.61	1.13	False
inactivator_NOUN	85.56	0.61	1.13	False
papain_NOUN	85.56	0.61	1.13	False
persulfate_ADJ	85.56	0.61	1.13	False
theoretically_ADV	85.56	2.44	4.52	False
rc2_NOUN	85.56	0.61	1.13	False
tonsillitis_NOUN	85.56	0.61	1.13	False
mindful_ADJ	85.56	0.61	1.13	False
darkness_NOUN	85.56	0.61	1.13	False
ovarian_NOUN	85.56	0.61	1.13	False
sialylation_NOUN	85.56	0.61	1.13	False
in1_NOUN	85.56	0.61	1.13	False
adeno_NOUN	85.56	0.61	1.13	False
do_NOUN	85.56	0.61	1.13	False
brucellosis_NOUN	85.56	0.61	1.13	False
tularensis_NOUN	85.56	0.61	1.13	False
paraplegia_ADJ	85.56	0.61	1.13	False
thrombectomy_ADJ	85.56	0.61	1.13	False
pci_ADJ	85.56	0.61	1.13	False
depuration_NOUN	85.56	1.22	2.26	False
240pu_NOUN	85.56	0.61	1.13	False
ukrainian_ADJ	85.56	0.61	1.13	False
rpl16_ADJ	85.56	0.61	1.13	False
oryzoide_NOUN	85.56	0.61	1.13	False
citizenship_NOUN	85.56	0.61	1.13	False
interviewee_NOUN	85.56	1.22	2.26	False
specialist_VERB	85.56	0.61	1.13	False
urge_VERB	85.56	0.61	1.13	False
just_ADJ	85.56	0.61	1.13	False
periodicity_NOUN	85.56	2.44	4.52	False
trimethoprim_VERB	85.56	0.61	1.13	False
guanosine_NOUN	85.56	0.61	1.13	False
tmrna_ADJ	85.56	0.61	1.13	False
hapten_ADJ	85.56	0.61	1.13	False
antidepressant_VERB	85.56	0.61	1.13	False
calcinate_VERB	85.56	0.61	1.13	False
cathelicidin_NOUN	85.56	1.22	2.26	False
pressure_VERB	85.56	0.61	1.13	False
reconciliation_NOUN	85.56	1.22	2.26	False
preferential_ADJ	85.56	1.22	2.26	False
tfr2_ADJ	85.56	0.61	1.13	False
exenatide_AUX	85.56	0.61	1.13	False
mag1c_NOUN	85.56	0.61	1.13	False
mediastinum_NOUN	85.56	1.22	2.26	False
helicobacter_NOUN	85.56	0.61	1.13	False
nm_ADV	85.56	0.61	1.13	False
nurse_ADJ	85.56	0.61	1.13	False
hydroxylated_ADJ	85.56	0.61	1.13	False
birthing_NOUN	85.56	0.61	1.13	False
TMSi_NOUN	85.56	0.61	1.13	False
tenuous_ADJ	85.56	0.61	1.13	False
gpcrs_NOUN	85.56	0.61	1.13	False
milder_NOUN	85.56	2.44	4.52	False
hydroxymethyl_NOUN	85.56	0.61	1.13	False
adolescent_ADV	85.56	0.61	1.13	False
corpuscular_ADJ	85.56	1.22	2.26	False
amateur_ADJ	85.56	0.61	1.13	False
axonopathic_ADJ	85.56	0.61	1.13	False
varicosity_NOUN	85.56	0.61	1.13	False
diazine_NOUN	85.56	0.61	1.13	False
osa_ADJ	85.56	0.61	1.13	False
nanoflake_NOUN	85.56	0.61	1.13	False
coercivity_NOUN	85.56	0.61	1.13	False
lato_NOUN	85.56	0.61	1.13	False
blending_NOUN	85.56	0.61	1.13	False
lxrα_ADJ	85.56	0.61	1.13	False
intercellularly_ADV	85.56	0.61	1.13	False
malaise_NOUN	85.56	0.61	1.13	False
undertreatment_ADJ	85.56	0.61	1.13	False
nash_VERB	85.56	0.61	1.13	False
stochastic_NOUN	85.56	4.87	9.04	False
luminescent_ADJ	85.56	1.22	2.26	False
picosecond_ADJ	85.56	0.61	1.13	False
nanosecond_NOUN	85.56	0.61	1.13	False
gland_ADV	85.56	0.61	1.13	False
trifluoromethyl_NOUN	85.56	0.61	1.13	False
grown_ADJ	85.56	0.61	1.13	False
hemisphere_ADJ	85.56	0.61	1.13	False
appetite_VERB	85.56	0.61	1.13	False
habituation_NOUN	85.56	0.61	1.13	False
intercenter_NOUN	85.56	0.61	1.13	False
dioxolane_NOUN	85.56	0.61	1.13	False
suckle_NOUN	85.56	0.61	1.13	False
tsh_ADJ	85.56	0.61	1.13	False
sno_NOUN	85.56	0.61	1.13	False
für_NOUN	85.56	0.61	1.13	False
adsorbate_NOUN	85.56	0.61	1.13	False
polymyositis_PRON	85.56	0.61	1.13	False
proportional_NOUN	85.56	0.61	1.13	False
microsuspension_NOUN	85.56	0.61	1.13	False
lym_NOUN	85.56	0.61	1.13	False
cntf_NOUN	85.56	0.61	1.13	False
polychlorinate_VERB	85.56	0.61	1.13	False
diphenyl_ADJ	85.56	0.61	1.13	False
miniature_ADJ	85.56	1.22	2.26	False
experimenter_NOUN	85.56	0.61	1.13	False
trinitrophenol_NOUN	85.56	0.61	1.13	False
ZVAl_NOUN	85.56	0.61	1.13	False
paracrine_ADJ	85.56	2.44	4.52	False
exacerbate_ADJ	85.56	0.61	1.13	False
typhu_NOUN	85.56	0.61	1.13	False
ylidene_NOUN	85.56	0.61	1.13	False
uncultivated_ADJ	85.56	0.61	1.13	False
tdcs_ADJ	85.56	0.61	1.13	False
overwhelm_VERB	85.56	0.61	1.13	False
photothermal_ADJ	85.56	4.87	9.04	False
recreate_VERB	85.56	0.61	1.13	False
uplift_VERB	85.56	0.61	1.13	False
physiologic_ADJ	85.56	2.44	4.52	False
αβ_NOUN	85.56	0.61	1.13	False
constitution_NOUN	85.56	0.61	1.13	False
multigroup_NOUN	85.56	0.61	1.13	False
ab_ADJ	85.56	0.61	1.13	False
lanosterol_NOUN	85.56	0.61	1.13	False
lebanese_ADJ	85.56	0.61	1.13	False
gondii_VERB	85.56	0.61	1.13	False
favorite_ADJ	85.56	0.61	1.13	False
oxo_NOUN	85.56	1.22	2.26	False
overcrowding_NOUN	85.56	0.61	1.13	False
doac_ADJ	85.56	1.22	2.26	False
idelalisib_ADJ	85.56	0.61	1.13	False
hyperoxaluria_NOUN	85.56	0.61	1.13	False
mutualistic_ADJ	85.56	0.61	1.13	False
elementally_ADV	85.56	0.61	1.13	False
configurally_ADV	85.56	0.61	1.13	False
microvasculature_NOUN	85.56	2.44	4.52	False
pityriasis_NOUN	85.56	0.61	1.13	False
rubra_NOUN	85.56	0.61	1.13	False
antifouling_NOUN	85.56	0.61	1.13	False
coloring_ADJ	85.56	0.61	1.13	False
blow_VERB	85.56	0.61	1.13	False
unconventional_ADJ	85.56	0.61	1.13	False
paaclp_NOUN	85.56	0.61	1.13	False
tssa_ADJ	85.56	0.61	1.13	False
anticardiolipin_VERB	85.56	1.22	2.26	False
stratosphere_NOUN	85.56	0.61	1.13	False
chern_ADJ	85.56	0.61	1.13	False
coagulation_ADJ	85.56	0.61	1.13	False
stent_VERB	85.56	0.61	1.13	False
electrostatic_NOUN	85.56	0.61	1.13	False
cocoon_ADV	85.56	0.61	1.13	False
spermatozoa_ADJ	85.56	0.61	1.13	False
defective_ADJ	85.56	4.87	9.04	False
ca2p2o7_NOUN	85.56	0.61	1.13	False
resetting_ADJ	85.56	0.61	1.13	False
meningioma_ADJ	85.56	1.22	2.26	False
photoactive_ADJ	85.56	0.61	1.13	False
laao_VERB	85.56	0.61	1.13	False
evaluated_ADJ	85.56	0.61	1.13	False
co1ivcoiv_ADJ	85.56	0.61	1.13	False
suecica_NOUN	85.56	0.61	1.13	False
alginic_ADJ	85.56	0.61	1.13	False
bg_NOUN	85.56	1.22	2.26	False
gm_ADJ	85.56	0.61	1.13	False
pressing_ADJ	85.56	0.61	1.13	False
relic_ADJ	85.56	0.61	1.13	False
adenoviral_ADJ	85.56	0.61	1.13	False
intercalator_NOUN	85.56	0.61	1.13	False
mycolic_ADJ	85.56	0.61	1.13	False
asiatica_NOUN	85.56	0.61	1.13	False
vespertilio_NOUN	85.56	0.61	1.13	False
polyphyletic_ADJ	85.56	0.61	1.13	False
vasospasm_NOUN	85.56	0.61	1.13	False
metastatic_NOUN	85.56	0.61	1.13	False
zygomatic_NOUN	85.56	0.61	1.13	False
repressor_ADJ	85.56	0.61	1.13	False
quadrupole_ADJ	85.56	0.61	1.13	False
interscapular_ADJ	85.56	0.61	1.13	False
calcine_VERB	85.56	0.61	1.13	False
traumatic_NOUN	85.56	0.61	1.13	False
connectomic_ADJ	85.56	0.61	1.13	False
erect_ADJ	85.56	0.61	1.13	False
rms_NOUN	85.56	1.22	2.26	False
tetra_ADJ	85.56	0.61	1.13	False
hedral_ADJ	85.56	0.61	1.13	False
fluency_NOUN	85.56	4.87	9.04	False
nanocurcumin_NOUN	85.56	0.61	1.13	False
mineralocorticoid_ADJ	85.56	0.61	1.13	False
mra_NOUN	85.56	0.61	1.13	False
pulmonologist_NOUN	85.56	0.61	1.13	False
megakaryocyte_NOUN	85.56	0.61	1.13	False
fungicide_ADV	85.56	0.61	1.13	False
bacteriophage_NOUN	85.56	2.44	4.52	False
microtiter_NOUN	85.56	0.61	1.13	False
readout_NOUN	85.56	0.61	1.13	False
method_ADJ	85.56	0.61	1.13	False
childbirth_ADP	85.56	0.61	1.13	False
gypsum_NOUN	85.56	0.61	1.13	False
isoflurane_NOUN	85.56	0.61	1.13	False
infuse_VERB	85.56	1.22	2.26	False
tower_NOUN	85.56	0.61	1.13	False
agglutination_NOUN	85.56	0.61	1.13	False
peat_NOUN	85.56	0.61	1.13	False
leafy_ADJ	85.56	0.61	1.13	False
await_VERB	85.56	0.61	1.13	False
disordered_ADJ	85.56	1.22	2.26	False
hnm_PRON	85.56	0.61	1.13	False
ebt_NOUN	85.56	0.61	1.13	False
immuno_ADJ	85.56	0.61	1.13	False
pectoris_NOUN	85.56	0.61	1.13	False
seriously_ADV	85.56	1.22	2.26	False
arboridiae_VERB	85.56	0.61	1.13	False
flavivittatus_NOUN	85.56	0.61	1.13	False
ribonucleic_VERB	85.56	0.61	1.13	False
loggerhead_NOUN	85.56	0.61	1.13	False
gsk3β_NOUN	85.56	0.61	1.13	False
aperiodic_ADJ	85.56	0.61	1.13	False
platen_ADJ	85.56	0.61	1.13	False
neuropsychology_NOUN	85.56	0.61	1.13	False
side_ADJ	85.56	0.61	1.13	False
ketoglutarate_ADJ	85.56	0.61	1.13	False
will_NOUN	85.56	1.22	2.26	False
tide_NOUN	85.56	0.61	1.13	False
nanoshell_NOUN	85.56	0.61	1.13	False
naltrixine_NOUN	85.56	0.61	1.13	False
gns_ADJ	85.56	0.61	1.13	False
kindness_NOUN	85.56	0.61	1.13	False
sacred_ADJ	85.56	0.61	1.13	False
lively_ADJ	85.56	0.61	1.13	False
profoundly_ADV	85.56	0.61	1.13	False
DMBB_NOUN	85.56	0.61	1.13	False
isomeric_ADJ	85.56	0.61	1.13	False
cry_VERB	85.56	0.61	1.13	False
chlorophyll_ADJ	85.56	0.61	1.13	False
hcr_NOUN	85.56	0.61	1.13	False
methylguanine_NOUN	85.56	0.61	1.13	False
ax_NOUN	85.56	0.61	1.13	False
initialize_VERB	85.56	0.61	1.13	False
futsal_ADJ	85.56	0.61	1.13	False
biospecimen_NOUN	85.56	0.61	1.13	False
realist_ADJ	85.56	1.22	2.26	False
maximise_VERB	85.56	1.22	2.26	False
nonseparate_VERB	85.56	0.61	1.13	False
nondialysis_NOUN	85.56	0.61	1.13	False
Rac1_NOUN	85.56	0.61	1.13	False
imino_NOUN	85.56	0.61	1.13	False
ZnCl2_NOUN	85.56	0.61	1.13	False
metast_NOUN	85.56	0.61	1.13	False
lactate_VERB	85.56	1.22	2.26	False
garcinoic_ADJ	85.56	0.61	1.13	False
precarious_ADJ	85.56	0.61	1.13	False
fluorination_NOUN	85.56	0.61	1.13	False
microencapsulation_NOUN	85.56	0.61	1.13	False
bmhsp90_ADJ	85.56	0.61	1.13	False
bmnpv_ADP	85.56	0.61	1.13	False
ponticum_NOUN	85.56	0.61	1.13	False
visualise_VERB	85.56	0.61	1.13	False
residue_VERB	85.56	0.61	1.13	False
xenobiotic_ADJ	85.56	0.61	1.13	False
goji_NOUN	85.56	0.61	1.13	False
replicable_ADJ	85.56	0.61	1.13	False
php2_NOUN	85.56	0.61	1.13	False
hydrocephalu_NOUN	85.56	0.61	1.13	False
refloode_VERB	85.56	0.61	1.13	False
lnc_NOUN	85.56	0.61	1.13	False
fading_NOUN	85.56	0.61	1.13	False
densitometry_NOUN	85.56	0.61	1.13	False
toothed_ADJ	85.56	0.61	1.13	False
asymptotic_ADJ	85.56	1.22	2.26	False
bornyl_NOUN	85.56	0.61	1.13	False
copaene_NOUN	85.56	0.61	1.13	False
prgf_NOUN	85.56	0.61	1.13	False
methanethiol_NOUN	85.56	0.61	1.13	False
ATAAD_NOUN	85.56	0.61	1.13	False
DNAm_NOUN	85.56	0.61	1.13	False
mechanochemistry_NOUN	85.56	0.61	1.13	False
demoralization_NOUN	85.56	0.61	1.13	False
cuvette_NOUN	85.56	0.61	1.13	False
strap_NOUN	85.56	0.61	1.13	False
homolytic_ADJ	85.56	0.61	1.13	False
coitum_NOUN	85.56	0.61	1.13	False
encephalic_ADJ	85.56	0.61	1.13	False
myeloproliferative_ADJ	85.56	0.61	1.13	False
mandate_NOUN	85.56	0.61	1.13	False
vmnps_NOUN	85.56	0.61	1.13	False
downturn_NOUN	85.56	0.61	1.13	False
holstein_ADJ	85.56	0.61	1.13	False
Muc1_NOUN	85.56	0.61	1.13	False
pressed_ADJ	85.56	0.61	1.13	False
ductile_NOUN	85.56	1.22	2.26	False
equine_NOUN	85.56	2.44	4.52	False
filaggrin_NOUN	85.56	0.61	1.13	False
dihydroxyphenyl_NOUN	85.56	0.61	1.13	False
hapoe4_NOUN	85.56	0.61	1.13	False
refrigeration_NOUN	85.56	1.22	2.26	False
aitd_ADJ	85.56	0.61	1.13	False
ermb_ADJ	85.56	0.61	1.13	False
adhesin_NOUN	85.56	0.61	1.13	False
autoradiography_NOUN	85.56	0.61	1.13	False
theorist_NOUN	85.56	0.61	1.13	False
sths_NOUN	85.56	0.61	1.13	False
ppt_NOUN	85.56	0.61	1.13	False
integrase_NOUN	85.56	0.61	1.13	False
ferruginol_NOUN	85.56	0.61	1.13	False
sitosterol_NOUN	85.56	0.61	1.13	False
lupenone_NOUN	85.56	0.61	1.13	False
dien_NOUN	85.56	0.61	1.13	False
betulin_NOUN	85.56	0.61	1.13	False
hba1_NOUN	85.56	0.61	1.13	False
ca2_ADV	85.56	0.61	1.13	False
paint_VERB	85.56	0.61	1.13	False
tetracycline_ADJ	85.56	0.61	1.13	False
lithotripsy_NOUN	85.56	1.22	2.26	False
pugh_NOUN	85.56	0.61	1.13	False
sinapic_ADJ	85.56	0.61	1.13	False
stride_ADJ	85.56	0.61	1.13	False
cadence_NOUN	85.56	0.61	1.13	False
nondetection_NOUN	85.56	0.61	1.13	False
grab_VERB	85.56	0.61	1.13	False
branchial_ADJ	85.56	0.61	1.13	False
argus_ADJ	85.56	0.61	1.13	False
co2e_NOUN	85.56	0.61	1.13	False
morcellator_NOUN	85.56	0.61	1.13	False
nanoparticulate_ADJ	85.56	0.61	1.13	False
monomodular_ADJ	85.56	0.61	1.13	False
notoriously_ADV	85.56	0.61	1.13	False
hyperhomocysteinemia_NOUN	85.56	1.22	2.26	False
slavery_NOUN	85.56	0.61	1.13	False
peroxisome_NOUN	85.56	0.61	1.13	False
aspa_NOUN	85.56	0.61	1.13	False
pex5_DET	85.56	0.61	1.13	False
hfref_NOUN	85.56	0.61	1.13	False
polyphenol_ADJ	85.56	0.61	1.13	False
strictness_NOUN	85.56	0.61	1.13	False
bike_NOUN	85.56	0.61	1.13	False
cleaner_NOUN	85.56	1.22	2.26	False
chitosoband_NOUN	85.56	0.61	1.13	False
vma_NOUN	85.56	0.61	1.13	False
SLC2A4_VERB	85.56	0.61	1.13	False
ganoderic_ADJ	85.56	0.61	1.13	False
retardant_NOUN	85.56	0.61	1.13	False
carboxylic_NOUN	85.56	1.22	2.26	False
bioeffect_NOUN	85.56	0.61	1.13	False
eigenvector_NOUN	85.56	0.61	1.13	False
fucosylation_NOUN	85.56	0.61	1.13	False
fucosyltransferase_NOUN	85.56	0.61	1.13	False
connectomic_NOUN	85.56	0.61	1.13	False
swift_ADJ	85.56	0.61	1.13	False
phototherapy_NOUN	85.56	0.61	1.13	False
orientational_ADJ	85.56	0.61	1.13	False
goldfish_NOUN	85.56	0.61	1.13	False
electroneurography_NOUN	85.56	0.61	1.13	False
date_VERB	85.56	0.61	1.13	False
msp_NOUN	85.56	0.61	1.13	False
shh_NOUN	85.56	0.61	1.13	False
ftir_NOUN	85.56	1.22	2.26	False
ethylhexylamine_NOUN	85.56	0.61	1.13	False
yellowish_ADJ	85.56	0.61	1.13	False
darker_ADJ	85.56	0.61	1.13	False
induce_NOUN	85.56	0.61	1.13	False
reddish_ADJ	85.56	0.61	1.13	False
r6_NOUN	85.56	0.61	1.13	False
substrate_VERB	85.56	0.61	1.13	False
lubricate_VERB	85.56	0.61	1.13	False
intramural_ADJ	85.56	0.61	1.13	False
mitochondria_VERB	85.56	0.61	1.13	False
stomata_NOUN	85.56	0.61	1.13	False
emetic_ADJ	85.56	0.61	1.13	False
girth_ADV	85.56	0.61	1.13	False
tryoni_NOUN	85.56	0.61	1.13	False
sequenced_ADJ	85.56	0.61	1.13	False
recursive_ADJ	85.56	2.44	4.52	False
housewife_NOUN	85.56	0.61	1.13	False
superiorly_ADV	85.56	0.61	1.13	False
dorzolamide_NOUN	85.56	0.61	1.13	False
timolol_NOUN	85.56	0.61	1.13	False
