1	k0pkosdrx89m	2
2	o8odpysxlr9y	2
3	k1t91c285de5	1
4	c10nht9fkgfi	1
5	k1t91c285de5	2
6	k0pkosdrx89m	1
7	c10nht9fkgfi	2
8	ubcgbtccg5im	2
9	8lpginuja9i9	1
10	pvdcoybuflns	2
11	kz7idgmn9xho	0
12	cv4eqjwksbs4	0
13	cv4eqjwksbs4	1
14	cv4eqjwksbs4	2
15	kz7idgmn9xho	1
16	ycynsh432xs7	0
17	30h86p6sgnrf	1
18	ycynsh432xs7	1
19	nufonkk3js11	2
20	8o1vhes5gluq	2
21	s7q114h5migh	2
22	4xhy6p5pv0vh	0
23	4xhy6p5pv0vh	2
24	bn9xovnes7dc	2
25	30h86p6sgnrf	2
26	8o1vhes5gluq	1
27	4xhy6p5pv0vh	1
28	nufonkk3js11	1
29	n54wi76zm5mh	2
30	n54wi76zm5mh	1
31	bn9xovnes7dc	1
32	g4maowcs9qd8	2
33	n2v3739qf224	1
34	n0qstzxfor3l	0
35	v7e0x5ur7dbp	1
36	3smo2puhjah0	2
37	fuypuppkikzq	2
38	g7j4sozndtxu	2
39	vo7ie2jugfmf	2
40	ntzxgz4kgqfq	0
41	ntzxgz4kgqfq	1
42	ntzxgz4kgqfq	2
43	cbqrxit708e4	2
44	1pjpoh8rg9d6	2
45	k6vog39letbf	2
46	pcwgzac6c2ip	1
47	1pjpoh8rg9d6	1
48	p91yxy2xao5d	1
49	zqsc58gzqoys	0
50	awt0dpu6h19k	0
51	yjp73ep9rxkj	1
52	zqsc58gzqoys	1
53	3ecc342omgzd	1
54	awt0dpu6h19k	1
55	awt0dpu6h19k	2
56	zqsc58gzqoys	2
57	1yuqmheqgccm	2
58	p91yxy2xao5d	2
59	ydq74dpjejwd	2
60	wd1eha94l8mh	2
61	intj53xhqxf8	2
62	ms017mzxjlqd	2
63	3ecc342omgzd	2
64	qjxxj4wf2jhx	2
65	ms017mzxjlqd	1
66	vakk5ptt87hs	0
67	lgivmv7ph5e3	2
68	0k03ijz7q5o3	1
69	vakk5ptt87hs	1
70	0k03ijz7q5o3	2
71	jn0tgxliszus	2
72	9k6r5x3rn3np	2
73	5r3y77hmkzay	2
74	5r3y77hmkzay	1
75	5r3y77hmkzay	0
76	2aihbhana8uk	1
77	weeq3xf5e948	2
78	bu9411le8637	2
79	g9f84yto78r4	1
80	s1dfzuo7mx7l	2
81	0fq1sfofd5fs	2
82	fkh31dd2dr63	2
83	9c8d3pf654fh	2
84	gmjs6ntfmhol	2
85	gmjs6ntfmhol	1
86	x85h1lsaauba	2
87	bu9411le8637	1
88	2pjskb8takv2	1
89	9281tfqmod34	1
90	fkh31dd2dr63	1
91	2pjskb8takv2	2
92	x85h1lsaauba	1
93	r1kyyo7ur7a1	1
94	5p78fdaheljq	1
95	vt7zgr7jsg9t	0
96	ntktadomhpqn	2
97	ypu8wecq5kpj	1
98	vt7zgr7jsg9t	1
99	4x8ixw4awcze	2
100	4x8ixw4awcze	0
101	rng7ygaakb1y	1
102	r1kyyo7ur7a1	2
103	4x8ixw4awcze	1
104	ql14wytdllt3	2
105	bwtle7p0mhbp	2
106	ql14wytdllt3	1
107	1e8h7tp7ns0m	2
108	p7qofh5aekrl	2
109	9r0880q62hda	1
110	mn93eiusegar	0
111	mn93eiusegar	1
112	dayfay9jdsp7	1
113	bwtle7p0mhbp	1
114	rpb7rahfihgh	2
115	dayfay9jdsp7	2
116	rpb7rahfihgh	1
117	hgm1g3sh2sus	2
118	reuy8dbchs7i	1
119	xiv533s3e2zt	2
120	047sp7piexjq	1
121	lv4cp1ajrlhj	0
122	lv4cp1ajrlhj	1
123	56d9nmel7pp5	2
124	lv4cp1ajrlhj	2
125	qq8madqv0aho	2
126	wfcvkwmuldsr	2
127	56d9nmel7pp5	1
128	bs2kwwz7b3ff	0
